-0.699996948	0.279998779	-2.869987488	0.105335236	-10.09293747	-0.797187805	1.749992371	-0.419998169	-2.799987793	1.237678528	-9.786510468	0.87140274	-0.979995728	-2.729988098	1.749992371	5.278682709	-8.230438232	1.297527313	0.489997864	-0.979995728	0.559997559	2.958934784	-9.197597504	-0.696643829	1.399993896	-3.849983215	-2.099990845	-3.344364166	-9.288566589	-0.950401306
-1.399993896	-8.259963989	-3.779983521	0.162788391	-9.525569916	-0.964767456	4.199981689	-2.869987488	-1.259994507	1.493831635	-9.470508575	0.916885376	-1.959991455	-1.679992676	2.449989319	5.065620422	-8.105953217	1.295131683	0.699996948	-1.749992371	0.349998474	3.188755035	-8.941444397	-0.502731323	1.469993591	-2.379989624	-0.629997253	-3.006813049	-9.082687378	-0.897735596
-2.309989929	-4.619979858	-4.199981689	0.04548645	-9.128173828	-1.122768402	1.259994507	1.609992981	-2.239990234	1.410041809	-9.053958893	0.818733215	-2.939987183	-0.419998169	2.939987183	4.536556244	-7.80431366	1.146705627	1.259994507	-2.729988098	1.119995117	3.17199707	-8.7068367	-0.275306702	1.609992981	-2.099990845	0.349998474	-2.944572449	-8.802593231	-0.938430786
-1.819992065	-0.769996643	-4.619979858	-0.280094147	-8.958202362	-1.012645721	0.979995728	0.909996033	-3.499984741	1.613529205	-8.821746826	0.864219666	-2.729988098	0.069999695	2.729988098	4.069732666	-7.806705475	1.132343292	1.399993896	-1.88999176	1.749992371	3.133693695	-8.323802948	-0.287273407	1.88999176	-1.819992065	1.679992676	-2.884723663	-8.445892334	-0.931251526
-1.539993286	-0.489997864	-2.16999054	-0.672702789	-8.725986481	-0.907310486	1.189994812	0.279998779	-4.129981995	1.386104584	-8.67092514	0.778038025	-1.819992065	0	1.959991455	3.533485413	-7.821071625	1.232891083	0.769996643	-0.489997864	1.679992676	2.769813538	-8.307044983	-0.442882538	1.88999176	-2.309989929	2.02999115	-2.829662323	-8.335773468	-0.85943222
-0.769996643	-1.959991455	1.399993896	-0.943222046	-8.71880722	-1.012645721	0.559997559	0.279998779	-3.219985962	1.055736542	-8.793018341	0.687065125	-0.629997253	0.909996033	-1.539993286	3.516727448	-8.007801056	1.273586273	-0.279998779	0.279998779	0.979995728	2.477748871	-8.56080246	-0.574550629	2.239990234	-2.659988403	3.219985962	-2.664478302	-8.352531433	-0.78042984
0.349998474	-6.08997345	6.299972534	-0.931251526	-9.092262268	-1.041374207	-1.469993591	0.629997253	-0.209999084	1.084465027	-9.362781525	0.734947205	0.209999084	0.699996948	-4.0599823	4.01227951	-8.038921356	1.213737488	-1.749992371	0.349998474	-0.629997253	2.733901978	-8.960594177	-0.569763184	2.02999115	-2.309989929	5.109977722	-2.688419342	-8.55122757	-0.73015976
1.679992676	-1.959991455	7.139968872	-0.440486908	-9.774543762	-0.974342346	-0.629997253	1.189994812	1.399993896	1.390892029	-9.841571808	0.995887756	0.349998474	-0.839996338	-4.899978638	5.54201889	-8.208892822	1.060523987	-2.449989319	0.209999084	-1.679992676	3.006816864	-9.396297455	-0.639186859	1.749992371	-0.979995728	5.319976807	-2.966117859	-8.907928467	-0.830703735
1.819992065	2.309989929	2.519989014	0.258548737	-10.29403305	-1.137130737	-0.629997253	6.159973145	0.839996338	1.52256012	-10.49272919	1.079677582	0.069999695	-2.309989929	-3.989982605	5.779022217	-8.414772034	1.034191132	-2.02999115	1.469993591	-2.309989929	3.447303772	-9.999576569	-0.74691391	0.349998474	0.839996338	4.549980164	-3.478424072	-9.46572113	-0.986312866
0.489997864	4.269981384	-1.399993896	0.253761292	-10.54061127	-1.249649048	-1.259994507	6.859970093	-0.629997253	1.438770294	-10.90209961	0.900131226	0.419998169	-2.799987793	-1.88999176	5.328956604	-9.183235168	1.469890594	-0.909996033	2.589988708	-1.539993286	3.916519165	-10.18391037	-0.866615295	-0.279998779	1.88999176	2.519989014	-3.93567276	-9.697937012	-1.010250092
-0.13999939	4.969978333	-3.359985352	0.019153595	-10.85421753	-1.113193512	1.049995422	2.939987183	-3.009986877	1.173042297	-10.99546432	0.926464081	-0.699996948	-0.839996338	-0.979995728	5.269107819	-9.44417572	1.749984741	0	4.199981689	0	3.473636627	-10.34669876	-0.991100311	-1.469993591	2.939987183	-3.779983521	-4.263645172	-10.10730362	-1.194587708
-0.979995728	3.079986572	-1.749992371	-0.433307648	-11.04813004	-0.8474617	1.329994202	0.629997253	-3.709983826	1.271194458	-10.72494507	0.938434601	-0.839996338	-0.279998779	-1.119995117	5.355289459	-9.499237061	1.886440277	0.349998474	1.819992065	-0.069999695	3.14087677	-10.25812149	-0.988704681	-0.419998169	-0.699996948	-2.02999115	-4.108036041	-10.10251617	-1.213737488
-0.979995728	2.939987183	-0.209999084	-0.507518768	-10.9116745	-0.73733902	0.839996338	-3.359985352	-3.219985962	1.280769348	-10.38739777	0.866615295	-1.189994812	-0.069999695	-1.609992981	5.45344162	-9.137748718	1.647045135	0.559997559	-1.399993896	0.13999939	3.449699402	-9.915786743	-0.72776413	-0.069999695	-0.979995728	-3.219985962	-3.84469986	-10.03069687	-1.173042297
-1.189994812	-0.349998474	0.279998779	-0.268123627	-10.4209137	-0.902523041	1.469993591	-3.989982605	-3.149986267	1.52256012	-10.15996933	0.976737976	-1.119995117	-0.629997253	-1.469993591	5.44626236	-8.982139587	1.52016449	0.349998474	-0.699996948	0.209999084	3.392242432	-9.659633636	-0.691856384	0.419998169	-1.189994812	-1.819992065	-3.511940002	-9.671600342	-1.007858276
-1.259994507	-1.539993286	-0.419998169	-0.198699951	-10.0642128	-1.012645721	2.379989624	-3.219985962	-2.729988098	1.738014221	-9.197597504	1.079677582	-1.049995422	-1.189994812	-1.539993286	4.948318481	-8.611076355	1.501014709	0.209999084	0.489997864	-0.559997559	3.0522995	-9.348419189	-0.612854004	0.419998169	0.069999695	-1.469993591	-3.277332306	-9.535144806	-0.926464081
